文章序號,文章標題,關鍵字,TF (本篇次數),DF (幾篇有它),IDF (稀有度),TF-IDF (最終分數)
174,小心，收到電郵「一卡通資料確認、限時優惠」為詐騙訊息,一卡通,9,1,6.6131,0.4085
174,小心，收到電郵「一卡通資料確認、限時優惠」為詐騙訊息,郵件,14,28,3.939,0.3785
174,小心，收到電郵「一卡通資料確認、限時優惠」為詐騙訊息,官方,18,141,2.3504,0.2904
174,小心，收到電郵「一卡通資料確認、限時優惠」為詐騙訊息,網域,9,14,4.5982,0.284
174,小心，收到電郵「一卡通資料確認、限時優惠」為詐騙訊息,優惠,7,9,5.0037,0.2404
174,小心，收到電郵「一卡通資料確認、限時優惠」為詐騙訊息,詐騙,11,124,2.478,0.1871
174,小心，收到電郵「一卡通資料確認、限時優惠」為詐騙訊息,寄件,5,6,5.3604,0.184
174,小心，收到電郵「一卡通資料確認、限時優惠」為詐騙訊息,卡通,4,2,6.2077,0.1704
174,小心，收到電郵「一卡通資料確認、限時優惠」為詐騙訊息,用戶,8,67,3.0868,0.1695
174,小心，收到電郵「一卡通資料確認、限時優惠」為詐騙訊息,個資,6,45,3.4776,0.1432
175,尚無科學證據顯示吃大蒜可殺死寄生蟲,寄生蟲,42,46,3.4561,0.5799
175,尚無科學證據顯示吃大蒜可殺死寄生蟲,大蒜,28,50,3.3744,0.3774
175,尚無科學證據顯示吃大蒜可殺死寄生蟲,實驗,13,31,3.8405,0.1994
175,尚無科學證據顯示吃大蒜可殺死寄生蟲,殺死,15,55,3.2809,0.1966
175,尚無科學證據顯示吃大蒜可殺死寄生蟲,蟲體,7,1,6.6131,0.1849
175,尚無科學證據顯示吃大蒜可殺死寄生蟲,試驗,8,19,4.3105,0.1378
175,尚無科學證據顯示吃大蒜可殺死寄生蟲,南瓜籽,5,1,6.6131,0.1321
175,尚無科學證據顯示吃大蒜可殺死寄生蟲,吸蟲,5,1,6.6131,0.1321
175,尚無科學證據顯示吃大蒜可殺死寄生蟲,大蒜汁,5,1,6.6131,0.1321
175,尚無科學證據顯示吃大蒜可殺死寄生蟲,殺蟲,5,1,6.6131,0.1321
176,屈公病不是新興傳染病，致死率低、有藥物可緩和症狀。台灣目前尚無本土疫情,屈公病,42,2,6.2077,0.6615
176,屈公病不是新興傳染病，致死率低、有藥物可緩和症狀。台灣目前尚無本土疫情,病毒,23,31,3.8405,0.2241
176,屈公病不是新興傳染病，致死率低、有藥物可緩和症狀。台灣目前尚無本土疫情,移入,16,6,5.3604,0.2176
176,屈公病不是新興傳染病，致死率低、有藥物可緩和症狀。台灣目前尚無本土疫情,病例,16,11,4.8214,0.1957
176,屈公病不是新興傳染病，致死率低、有藥物可緩和症狀。台灣目前尚無本土疫情,本土,15,13,4.6672,0.1776
176,屈公病不是新興傳染病，致死率低、有藥物可緩和症狀。台灣目前尚無本土疫情,症狀,17,25,4.0482,0.1746
176,屈公病不是新興傳染病，致死率低、有藥物可緩和症狀。台灣目前尚無本土疫情,疫情,17,69,3.0578,0.1319
176,屈公病不是新興傳染病，致死率低、有藥物可緩和症狀。台灣目前尚無本土疫情,登革熱,8,3,5.92,0.1202
176,屈公病不是新興傳染病，致死率低、有藥物可緩和症狀。台灣目前尚無本土疫情,關節,9,8,5.1091,0.1167
176,屈公病不是新興傳染病，致死率低、有藥物可緩和症狀。台灣目前尚無本土疫情,傳染病,14,55,3.2809,0.1165
177,屈公病是法定傳染病 每例個案均會疫調,屈公病,29,2,6.2077,0.4832
177,屈公病是法定傳染病 每例個案均會疫調,疫調,27,2,6.2077,0.4498
177,屈公病是法定傳染病 每例個案均會疫調,疾管署,33,19,4.3105,0.3818
177,屈公病是法定傳染病 每例個案均會疫調,預算,25,39,3.6174,0.2427
177,屈公病是法定傳染病 每例個案均會疫調,刪減,16,12,4.7413,0.2036
177,屈公病是法定傳染病 每例個案均會疫調,疫情,23,69,3.0578,0.1888
177,屈公病是法定傳染病 每例個案均會疫調,防疫,12,14,4.5982,0.1481
177,屈公病是法定傳染病 每例個案均會疫調,個案,12,21,4.2152,0.1358
177,屈公病是法定傳染病 每例個案均會疫調,地方,15,62,3.1631,0.1273
177,屈公病是法定傳染病 每例個案均會疫調,傳染病,14,55,3.2809,0.1233
178,屏東浮具殘骸中沒有發現光電板,光電板,27,14,4.5982,0.5007
178,屏東浮具殘骸中沒有發現光電板,旭東,12,1,6.6131,0.3201
178,屏東浮具殘骸中沒有發現光電板,浮台,13,4,5.6968,0.2987
178,屏東浮具殘骸中沒有發現光電板,踏板,10,2,6.2077,0.2504
178,屏東浮具殘骸中沒有發現光電板,光電,13,13,4.6672,0.2447
178,屏東浮具殘骸中沒有發現光電板,經濟部,15,32,3.8098,0.2305
178,屏東浮具殘骸中沒有發現光電板,殘骸,9,4,5.6968,0.2068
178,屏東浮具殘骸中沒有發現光電板,浮具,8,2,6.2077,0.2003
178,屏東浮具殘骸中沒有發現光電板,物體,9,6,5.3604,0.1946
178,屏東浮具殘骸中沒有發現光電板,步道,7,1,6.6131,0.1867
179,屏東縣政府未發布「高雄火災毒氣已飄至屏東」訊息,火災,21,10,4.9084,0.39
179,屏東縣政府未發布「高雄火災毒氣已飄至屏東」訊息,淋雨,11,1,6.6131,0.2752
179,屏東縣政府未發布「高雄火災毒氣已飄至屏東」訊息,空氣,16,17,4.4159,0.2673
179,屏東縣政府未發布「高雄火災毒氣已飄至屏東」訊息,屏東縣政府,10,2,6.2077,0.2349
179,屏東縣政府未發布「高雄火災毒氣已飄至屏東」訊息,氫氟酸,9,1,6.6131,0.2252
179,屏東縣政府未發布「高雄火災毒氣已飄至屏東」訊息,屏東,11,9,5.0037,0.2082
179,屏東縣政府未發布「高雄火災毒氣已飄至屏東」訊息,環保局,10,6,5.3604,0.2028
179,屏東縣政府未發布「高雄火災毒氣已飄至屏東」訊息,電池,10,7,5.2268,0.1977
179,屏東縣政府未發布「高雄火災毒氣已飄至屏東」訊息,品質,13,27,3.9741,0.1955
179,屏東縣政府未發布「高雄火災毒氣已飄至屏東」訊息,高雄,12,28,3.939,0.1788
180,川普嘲笑台灣跪下為錯誤訊息,川普,31,71,3.0296,0.6318
180,川普嘲笑台灣跪下為錯誤訊息,關稅,13,22,4.1708,0.3648
180,川普嘲笑台灣跪下為錯誤訊息,donald,6,4,5.6968,0.2299
180,川普嘲笑台灣跪下為錯誤訊息,下跪,5,3,5.92,0.1991
180,川普嘲笑台灣跪下為錯誤訊息,粉專,8,36,3.6954,0.1989
180,川普嘲笑台灣跪下為錯誤訊息,跪下,4,1,6.6131,0.178
180,川普嘲笑台灣跪下為錯誤訊息,言論,7,45,3.4776,0.1638
180,川普嘲笑台灣跪下為錯誤訊息,臉書,11,187,2.0698,0.1532
180,川普嘲笑台灣跪下為錯誤訊息,president,3,1,6.6131,0.1335
180,川普嘲笑台灣跪下為錯誤訊息,嘲笑,3,1,6.6131,0.1335
181,川普撤除疫苗強制接種令與疫苗安全無關,疫苗,62,25,4.0482,0.6623
181,川普撤除疫苗強制接種令與疫苗安全無關,新冠,35,24,4.0874,0.3775
181,川普撤除疫苗強制接種令與疫苗安全無關,接種,24,17,4.4159,0.2797
181,川普撤除疫苗強制接種令與疫苗安全無關,命令,15,11,4.8214,0.1908
181,川普撤除疫苗強制接種令與疫苗安全無關,強制,15,12,4.7413,0.1877
181,川普撤除疫苗強制接種令與疫苗安全無關,學校,15,14,4.5982,0.182
181,川普撤除疫苗強制接種令與疫苗安全無關,川普,20,71,3.0296,0.1599
181,川普撤除疫苗強制接種令與疫苗安全無關,害死,9,1,6.6131,0.1571
181,川普撤除疫苗強制接種令與疫苗安全無關,好幾萬,7,1,6.6131,0.1222
181,川普撤除疫苗強制接種令與疫苗安全無關,簽署,10,23,4.1282,0.1089
182,川普政府並未宣布，mRNA疫苗將面臨死刑,疫苗,15,25,4.0482,0.3911
182,川普政府並未宣布，mRNA疫苗將面臨死刑,死刑,10,3,5.92,0.3813
182,川普政府並未宣布，mRNA疫苗將面臨死刑,mrna,9,5,5.5145,0.3197
182,川普政府並未宣布，mRNA疫苗將面臨死刑,川普,14,71,3.0296,0.2732
182,川普政府並未宣布，mRNA疫苗將面臨死刑,政府,14,172,2.153,0.1941
182,川普政府並未宣布，mRNA疫苗將面臨死刑,文章,10,81,2.8996,0.1868
182,川普政府並未宣布，mRNA疫苗將面臨死刑,新冠,7,24,4.0874,0.1843
182,川普政府並未宣布，mRNA疫苗將面臨死刑,面臨,7,28,3.939,0.1776
182,川普政府並未宣布，mRNA疫苗將面臨死刑,罪行,5,5,5.5145,0.1776
182,川普政府並未宣布，mRNA疫苗將面臨死刑,甘迺迪,5,6,5.3604,0.1726
183,川普沒有說過台幣兌美元匯率13.3比1,匯率,24,4,5.6968,0.4107
183,川普沒有說過台幣兌美元匯率13.3比1,海湖,17,2,6.2077,0.317
183,川普沒有說過台幣兌美元匯率13.3比1,川普,32,71,3.0296,0.2912
183,川普沒有說過台幣兌美元匯率13.3比1,莊園,16,3,5.92,0.2845
183,川普沒有說過台幣兌美元匯率13.3比1,協議,23,31,3.8405,0.2653
183,川普沒有說過台幣兌美元匯率13.3比1,米蘭,13,3,5.92,0.2312
183,川普沒有說過台幣兌美元匯率13.3比1,台幣,15,9,5.0037,0.2255
183,川普沒有說過台幣兌美元匯率13.3比1,構想,12,2,6.2077,0.2238
183,川普沒有說過台幣兌美元匯率13.3比1,美元,18,32,3.8098,0.206
183,川普沒有說過台幣兌美元匯率13.3比1,政策,26,183,2.0913,0.1633
184,幻想文誤導網友，誤信是川習會對話,川習會,12,1,6.6131,0.458
184,幻想文誤導網友，誤信是川習會對話,習近平,12,7,5.2268,0.362
184,幻想文誤導網友，誤信是川習會對話,川普,18,71,3.0296,0.3148
184,幻想文誤導網友，誤信是川習會對話,10月,14,66,3.1016,0.2506
184,幻想文誤導網友，誤信是川習會對話,會談,8,13,4.6672,0.2155
184,幻想文誤導網友，誤信是川習會對話,30日,7,31,3.8405,0.1552
184,幻想文誤導網友，誤信是川習會對話,釜山,4,2,6.2077,0.1433
184,幻想文誤導網友，誤信是川習會對話,雙邊,5,10,4.9084,0.1417
184,幻想文誤導網友，誤信是川習會對話,貼文,10,147,2.3091,0.1333
184,幻想文誤導網友，誤信是川習會對話,編輯,5,14,4.5982,0.1327
185,廣東淹水災情被錯稱為魚群游入南部民宅,魚群,8,2,6.2077,0.4472
185,廣東淹水災情被錯稱為魚群游入南部民宅,南部,8,12,4.7413,0.3416
185,廣東淹水災情被錯稱為魚群游入南部民宅,游入,5,1,6.6131,0.2978
185,廣東淹水災情被錯稱為魚群游入南部民宅,災情,8,24,4.0874,0.2945
185,廣東淹水災情被錯稱為魚群游入南部民宅,廣東,5,4,5.6968,0.2565
185,廣東淹水災情被錯稱為魚群游入南部民宅,車牌,4,7,5.2268,0.1883
185,廣東淹水災情被錯稱為魚群游入南部民宅,淹水,4,10,4.9084,0.1768
185,廣東淹水災情被錯稱為魚群游入南部民宅,客廳,3,2,6.2077,0.1677
185,廣東淹水災情被錯稱為魚群游入南部民宅,民宅,4,14,4.5982,0.1656
185,廣東淹水災情被錯稱為魚群游入南部民宅,山霞村,2,1,6.6131,0.1191
186,彭文正秀出川普晚宴VIP票券是挪用他人照片,就職,40,8,5.1091,0.4551
186,彭文正秀出川普晚宴VIP票券是挪用他人照片,典禮,37,11,4.8214,0.3973
186,彭文正秀出川普晚宴VIP票券是挪用他人照片,彭文正,26,1,6.6131,0.3829
186,彭文正秀出川普晚宴VIP票券是挪用他人照片,票券,23,3,5.92,0.3032
186,彭文正秀出川普晚宴VIP票券是挪用他人照片,晚宴,18,1,6.6131,0.2651
186,彭文正秀出川普晚宴VIP票券是挪用他人照片,觀禮,14,2,6.2077,0.1935
186,彭文正秀出川普晚宴VIP票券是挪用他人照片,山莊,12,2,6.2077,0.1659
186,彭文正秀出川普晚宴VIP票券是挪用他人照片,國會,15,14,4.5982,0.1536
186,彭文正秀出川普晚宴VIP票券是挪用他人照片,川普,22,71,3.0296,0.1484
186,彭文正秀出川普晚宴VIP票券是挪用他人照片,vip,10,1,6.6131,0.1473
187,影片是越南身障者聚會，非網傳「無臂村落」,越南,15,9,5.0037,0.4854
187,影片是越南身障者聚會，非網傳「無臂村落」,范國清,6,1,6.6131,0.2566
187,影片是越南身障者聚會，非網傳「無臂村落」,隆安省,5,1,6.6131,0.2138
187,影片是越南身障者聚會，非網傳「無臂村落」,牌坊,4,1,6.6131,0.1711
187,影片是越南身障者聚會，非網傳「無臂村落」,雙臂,4,1,6.6131,0.1711
187,影片是越南身障者聚會，非網傳「無臂村落」,男子,6,22,4.1708,0.1618
187,影片是越南身障者聚會，非網傳「無臂村落」,村落,4,2,6.2077,0.1606
187,影片是越南身障者聚會，非網傳「無臂村落」,胡志明市,4,2,6.2077,0.1606
187,影片是越南身障者聚會，非網傳「無臂村落」,妻子,4,5,5.5145,0.1427
187,影片是越南身障者聚會，非網傳「無臂村落」,大山,3,1,6.6131,0.1283
188,後備軍人教召不到屬妨礙兵役，不適用軍審,軍人,37,18,4.3618,0.4458
188,後備軍人教召不到屬妨礙兵役，不適用軍審,審判,25,6,5.3604,0.3702
188,後備軍人教召不到屬妨礙兵役，不適用軍審,現役,20,5,5.5145,0.3047
188,後備軍人教召不到屬妨礙兵役，不適用軍審,軍事,33,56,3.2632,0.2975
188,後備軍人教召不到屬妨礙兵役，不適用軍審,軍審,18,3,5.92,0.2944
188,後備軍人教召不到屬妨礙兵役，不適用軍審,後備,11,4,5.6968,0.1731
188,後備軍人教召不到屬妨礙兵役，不適用軍審,刑法,11,5,5.5145,0.1676
188,後備軍人教召不到屬妨礙兵役，不適用軍審,入營,9,1,6.6131,0.1644
188,後備軍人教召不到屬妨礙兵役，不適用軍審,犯罪,13,19,4.3105,0.1548
188,後備軍人教召不到屬妨礙兵役，不適用軍審,教召,9,3,5.92,0.1472
189,徐若熙確定進軍費城人是體育網站騙流量的不實訊息,頂五,16,1,6.6131,0.3605
189,徐若熙確定進軍費城人是體育網站騙流量的不實訊息,棒球,16,3,5.92,0.3227
189,徐若熙確定進軍費城人是體育網站騙流量的不實訊息,徐若熙,12,1,6.6131,0.2704
189,徐若熙確定進軍費城人是體育網站騙流量的不實訊息,網站,25,159,2.2311,0.19
189,徐若熙確定進軍費城人是體育網站騙流量的不實訊息,運動,14,27,3.9741,0.1895
189,徐若熙確定進軍費城人是體育網站騙流量的不實訊息,中華隊,8,1,6.6131,0.1802
189,徐若熙確定進軍費城人是體育網站騙流量的不實訊息,卡仔,8,1,6.6131,0.1802
189,徐若熙確定進軍費城人是體育網站騙流量的不實訊息,費城人,8,1,6.6131,0.1802
189,徐若熙確定進軍費城人是體育網站騙流量的不實訊息,體育,8,3,5.92,0.1613
189,徐若熙確定進軍費城人是體育網站騙流量的不實訊息,球員,6,2,6.2077,0.1269
190,微博用戶製作「于北辰上節目被揍」搞笑影片，遭誤認為真實畫面,于北辰,16,2,6.2077,0.5721
190,微博用戶製作「于北辰上節目被揍」搞笑影片，遭誤認為真實畫面,卜合禮,8,1,6.6131,0.3048
190,微博用戶製作「于北辰上節目被揍」搞笑影片，遭誤認為真實畫面,搞笑,8,2,6.2077,0.2861
190,微博用戶製作「于北辰上節目被揍」搞笑影片，遭誤認為真實畫面,微博,9,17,4.4159,0.2289
190,微博用戶製作「于北辰上節目被揍」搞笑影片，遭誤認為真實畫面,來賓,5,2,6.2077,0.1788
190,微博用戶製作「于北辰上節目被揍」搞笑影片，遭誤認為真實畫面,名嘴,5,3,5.92,0.1705
190,微博用戶製作「于北辰上節目被揍」搞笑影片，遭誤認為真實畫面,節目,8,37,3.6687,0.1691
190,微博用戶製作「于北辰上節目被揍」搞笑影片，遭誤認為真實畫面,政論,5,6,5.3604,0.1544
190,微博用戶製作「于北辰上節目被揍」搞笑影片，遭誤認為真實畫面,人物,7,57,3.2458,0.1309
190,微博用戶製作「于北辰上節目被揍」搞笑影片，遭誤認為真實畫面,深偽,5,22,4.1708,0.1201
191,感冒、流感、新冠症狀類似，民眾難自行判別,症狀,36,25,4.0482,0.6141
191,感冒、流感、新冠症狀類似，民眾難自行判別,流感,21,16,4.4731,0.3958
191,感冒、流感、新冠症狀類似，民眾難自行判別,感冒,14,8,5.1091,0.3014
191,感冒、流感、新冠症狀類似，民眾難自行判別,發燒,11,12,4.7413,0.2198
191,感冒、流感、新冠症狀類似，民眾難自行判別,新冠,10,24,4.0874,0.1722
191,感冒、流感、新冠症狀類似，民眾難自行判別,呼吸道,8,18,4.3618,0.147
191,感冒、流感、新冠症狀類似，民眾難自行判別,咳嗽,6,6,5.3604,0.1355
191,感冒、流感、新冠症狀類似，民眾難自行判別,痠痛,6,8,5.1091,0.1292
191,感冒、流感、新冠症狀類似，民眾難自行判別,判斷,9,69,3.0578,0.116
191,感冒、流感、新冠症狀類似，民眾難自行判別,嚴重,8,77,2.9496,0.0994
192,戴口罩咳嗽不會導致反覆感染,口罩,54,10,4.9084,0.788
192,戴口罩咳嗽不會導致反覆感染,病毒,20,31,3.8405,0.2284
192,戴口罩咳嗽不會導致反覆感染,反覆,15,8,5.1091,0.2278
192,戴口罩咳嗽不會導致反覆感染,咳嗽,11,6,5.3604,0.1753
192,戴口罩咳嗽不會導致反覆感染,呼吸,9,18,4.3618,0.1167
192,戴口罩咳嗽不會導致反覆感染,感染,10,29,3.9051,0.1161
192,戴口罩咳嗽不會導致反覆感染,佩戴,6,2,6.2077,0.1107
192,戴口罩咳嗽不會導致反覆感染,飛沫,5,1,6.6131,0.0983
192,戴口罩咳嗽不會導致反覆感染,二氧化碳,6,6,5.3604,0.0956
192,戴口罩咳嗽不會導致反覆感染,生病,6,7,5.2268,0.0932
193,投資詐騙頻傳，但網傳「校長被詐騙2000萬」是創作文,防詐,12,7,5.2268,0.3524
193,投資詐騙頻傳，但網傳「校長被詐騙2000萬」是創作文,詐騙,19,124,2.478,0.2646
193,投資詐騙頻傳，但網傳「校長被詐騙2000萬」是創作文,文章,14,81,2.8996,0.2281
193,投資詐騙頻傳，但網傳「校長被詐騙2000萬」是創作文,黃瑞德,6,1,6.6131,0.223
193,投資詐騙頻傳，但網傳「校長被詐騙2000萬」是創作文,故事,10,30,3.8723,0.2176
193,投資詐騙頻傳，但網傳「校長被詐騙2000萬」是創作文,校長,6,2,6.2077,0.2093
193,投資詐騙頻傳，但網傳「校長被詐騙2000萬」是創作文,投資,8,34,3.7509,0.1686
193,投資詐騙頻傳，但網傳「校長被詐騙2000萬」是創作文,退休,6,11,4.8214,0.1626
